user_name,review_title,review_date,review_text,rating
abhinav-prkash,"""In a year of social distancing , stay away from this movie""",26 September 2020,"""What do talentless writers, directors, and producers, without any wit to be original or innovative, do ? They shamelessly pilfer the name of a legendary character, pile garbage upon it, roll it in waste, and throw it at audience knowing it is bound to be lapped by a few. If this movie was titled Elona Jones and had no relation to Holmes( not that it does anyway in spirit or character), most likely no would have touched it even in a hazmat suit.But it did dare to use Holmesian characters and tried to blaspheme it's way over a supremely mediocre narrative , straddling on sticks of clichés , wearing shoes of some great actors that were hilariously oversized for its rotting deformed feet.It's painful to watch, infuriating to behold and impossible to accept .In a year of quarantine, this movie is another piece that should had never left it's box.""",1
jacomail,"""It's ok to use bombs to change the world""",27 September 2020,"""This is the message that sits at the heart of this sad misguided ultra-feminist film. I honestly don't know how some of the well known actors could have read the script and thought it would be good. What an embarrassment.""",1
louwrens-lemmer,"""Staring At a White Wall is More Entertaining""",25 September 2020,"""Honestly such a nice cast with so much potential. Sadly, they have been squashed into a bottomless pit of boringness riddled with propoganda. The film places emphasis on the fact that Hollywood has no sense of creativity when it comes to empowering women. It is, quite frankly, as dreary as watching a white wall.""",1
Xstal,"""Mycroft Infested Waters...""",23 September 2020,"""Your life is your own, the future is up to you, paint your own picture. Heavily playing on the inequalities between boys and girls, women and men, in the past and in the present (sadly) - with a sweet and engaging tale at its heart but, more importantly, empowering your potential - which is limitless.Misogynists will hate this but you'll at least recognise them from their comments, reviews but above all their scores. They're afraid of you ladies - keep the pressure on!""",7
gabijastankute18,"""Pretty terrible""",27 September 2020,"""Such a cringe-worthy, awkward, over dramatic film. Really had potential with all of the amazing actors but none of them had any chemistry and the whole thing was just terrible.""",2
zia_husseini2014,"""Thriller, great story and millie brown""",23 September 2020,"""Those who have rated this so low, they must have seen another movie because this one is on great movie and outstanding acting 👏 millie brown just nailed it""",10
bibek_red,"""A joke of the name Holmes!""",25 September 2020,"""Bit boring...
Cringe..
Corny..
Predictive..
Feminism propaganda etc..all can be forgiven..But damn! They made Sherlock and Mycroft like jokes compared to Enola - a made up sister who was never mentioned in original Arthur Conan Doyle's novels! That's kinda stupid when the main identity of the whole movie is related to the Sherlock Holmes!""",1
richardashbee,"""Very Dissapointing""",25 September 2020,"""It completely lacked the wit, intelligence and intrigue I associate with Holmes. And Millie Bobby Brown seems to have forgotten how to act, which is a shame as I had thought before this she was rather good. The over representation was at times embarrising. But the nod to Bertha Benz was delightful.""",1
vickytemps,"""Bad storyline, bad film.""",24 September 2020,"""Bad acting, bad plot which was hardly kept to and it was only doable because the main character was rich.""",1
mikhaylov-andrey,"""Very enjoyable family night movie""",24 September 2020,"""Had a great time watching Enola Holmes with 8 and 13 year old - not much to complain about in the movie. Good cast of actors, action and charming performance from Millie Bobby Brown.
Would highly recommend.
Reading other reviews raised eyebrow a bit - looks like a lot of people were expecting period movie with accurate historic detail - trying to puzzle out why would you for a YA movie based on adventure novel :)""",9
zsammy-11675,"""Sherlock's rebellious sister is on the mystery case""",9 October 2020,"""Enola Holmes is the kind of all-star production that might once have been made by the BBC and graced the front cover of the Christmas Radio Times. Brown has a nice, easygoing way with the material, cheekily outpacing her famous brother Sherlock here and there and often doing fourth-wall breaks to smirk at the audience, and I loved Miss Harrison's steampunky motor car. But there should have been more specifically ingenious deducting and solving from Enola""",8
KathleenK22,"""Great acting and story""",24 September 2020,"""Oh my goodness some reviews decided what the movie should be and then rated it because it was not. Have they ever written a story or made a movie? Did this movie say it would be historically accurate or be anything but a piece of fiction. The main character is superb with brilliant acting and lovely to look at. For her tender age she is especially amazing! I really enjoyed the movie and was surprised at the low score. Maybe as more people of intelligence watch it the score will rise. Every age has people before their time inhabit it. How asinine to think that girls are only capable of sewing and breeding. There would have been many who knew they were more and fought for that. The budding romance is sweet as well. It is a family movie which is another bonus. Leading actors filled the roles so nothing shabby about that either. It is smooth and funny and thought provoking and an all round good film for the entire family or to watch by yourself. Others with me loved it as well.""",9
